draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,passCompletions,passAttempts,passCompletionPercentage,passingYards,avgYardsPerPass,passingTouchdowns,passingInterceptions,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
6,180,Tyrod Taylor,QB,22,185.0,210,Virginia Tech,,,,,,,,,495,865,57.2,7017,8.1,44,20,4.47,37.5,,126,6.78,4.09
6,182,Ronald Johnson,WR,23,180.0,199,USC,16,88,5.5,0,138,1750,12.7,20,,,,,,,,4.46,,16,,,
6,183,Jordan Todman,RB,21,178.0,200,Connecticut,616,3179,5.2,31,42,283,6.7,0,,,,,,,,4.40,38.0,25,126,7.24,4.18
6,187,Allen Bradford,RB,23,180.0,235,USC,267,1585,5.9,16,14,176,12.6,4,,,,,,,,4.53,29.0,28,113,6.97,4.39
7,204,Virgil Green,TE,23,196.0,255,Nevada,7,53,7.6,0,72,939,13.0,11,,,,,,,,4.54,42.5,23,130,6.90,4.40
7,208,Greg McElroy,QB,23,188.0,222,Alabama,,,,,,,,,436,658,66.3,5691,8.6,39,10,4.84,33.0,,107,7.11,4.45
7,220,Shaun Chapas,RB,23,188.0,236,Georgia,40,155,3.9,3,26,221,8.5,4,,,,,,,,4.87,35.5,23,116,7.13,4.40
7,221,Da'Rel Scott,RB,23,180.0,205,Maryland,430,2401,5.6,17,48,509,10.6,4,,,,,,,,4.40,34.0,19,117,7.15,4.20
7,225,Anthony Allen,RB,23,183.0,223,Georgia Tech,546,3036,5.6,33,33,401,12.2,5,,,,,,,,4.56,41.5,24,120,6.79,4.06
7,238,Daniel Hardy,TE,24,193.0,249,Idaho,,,,,80,1364,17.1,6,,,,,,,,4.78,,18,,,
7,240,Stanley Havili,RB,23,185.0,230,USC,81,509,6.3,3,116,1290,11.1,12,,,,,,,,4.64,,,,,
7,249,DeMarco Sampson,WR,25,188.0,201,San Diego St.,8,9,1.1,0,146,2242,15.4,18,,,,,,,,4.41,,14,,,
1,1,Andrew Luck,QB,22,193.0,240,Stanford,,,,,,,,,713,1064,67.0,9430,8.9,82,22,4.59,36.0,,124,6.80,4.28
1,2,Robert Griffin,QB,22,188.0,213,Baylor,,,,,,,,,800,1192,67.1,10366,8.7,78,17,4.33,39.0,,120,,
1,3,Trent Richardson,RB,22,175.0,228,Alabama,540,3130,5.8,35,68,730,10.7,7,,,,,,,,4.48,,,,,
1,5,Justin Blackmon,WR,22,185.0,210,Oklahoma St.,8,84,10.5,1,253,3564,14.1,40,,,,,,,,4.46,,14,,,
1,8,Ryan Tannehill,QB,24,193.0,207,Texas A&M,,,,,,,,,484,774,62.5,5450,7.0,42,21,4.65,,,,,
1,13,Michael Floyd,WR,22,190.0,220,Notre Dame,4,30,7.5,1,271,3686,13.6,37,,,,,,,,4.40,36.5,16,122,,
1,20,Kendall Wright,WR,22,178.0,185,Baylor,75,425,5.7,2,302,4004,13.3,30,,,,,,,,4.49,38.5,,121,6.93,4.18
1,22,Brandon Weeden,QB,28,190.0,227,Oklahoma St.,,,,,,,,,767,1103,69.5,9260,8.4,75,27,4.89,,,,,
1,30,A.J. Jenkins,WR,22,183.0,192,Illinois,6,25,4.2,0,167,2432,14.6,19,,,,,,,,4.37,38.5,12,124,,
1,31,Doug Martin,RB,23,175.0,223,Boise St.,617,3431,5.6,43,67,715,10.7,4,,,,,,,,4.46,36.0,28,120,6.79,4.16
1,32,David Wilson,RB,21,178.0,205,Virginia Tech,462,2662,5.8,18,37,363,9.8,5,,,,,,,,4.38,41.0,,132,7.09,4.12
2,34,Coby Fleener,TE,23,198.0,251,Stanford,,,,,96,1543,16.1,18,,,,,,,,4.51,,27,,,
2,43,Stephen Hill,WR,21,193.0,215,Georgia Tech,12,147,12.3,1,49,1248,25.5,9,,,,,,,,4.36,39.5,14,133,6.88,4.48
2,45,Alshon Jeffery,WR,22,190.0,218,South Carolina,,,,,183,3042,16.6,23,,,,,,,,4.48,,,,,
2,50,Isaiah Pead,RB,22,178.0,197,Cincinnati,545,3288,6.0,27,87,721,8.3,6,,,,,,,,4.39,33.0,,116,6.95,4.32
2,54,Ryan Broyles,WR,24,178.0,192,Oklahoma,15,97,6.5,1,349,4586,13.1,45,,,,,,,,4.57,,21,,,
2,57,Brock Osweiler,QB,21,201.0,240,Arizona St.,,,,,,,,,412,680,60.6,5082,7.5,33,15,4.83,,,,,
2,61,LaMichael James,RB,22,173.0,190,Oregon,771,5082,6.6,53,51,586,11.5,4,,,,,,,,4.35,35.0,15,123,6.88,4.12
2,63,Rueben Randle,WR,21,188.0,208,LSU,,,,,97,1634,16.8,13,,,,,,,,4.55,31.0,15,121,6.99,4.36
3,64,Dwayne Allen,TE,22,190.0,265,Clemson,,,,,93,1079,11.6,12,,,,,,,,4.85,32.0,27,110,7.12,4.37
3,67,Ronnie Hillman,RB,20,175.0,200,San Diego St.,573,3243,5.7,36,33,338,10.2,2,,,,,,,,4.42,37.0,17,,,
3,68,DeVier Posey,WR,22,185.0,214,Ohio St.,3,13,4.3,0,136,1955,14.4,18,,,,,,,,4.39,36.5,14,123,7.03,4.15
3,75,Russell Wilson,QB,23,180.0,215,Wisconsin,,,,,,,,,907,1489,60.9,11720,7.9,109,30,4.53,34.0,,118,6.97,4.09
3,78,Michael Egnew,TE,22,196.0,252,Missouri,3,8,2.7,0,147,1332,9.1,8,,,,,,,,4.52,36.0,21,131,7.03,4.32
3,83,Mohamed Sanu,WR,23,188.0,215,Rutgers,125,653,5.2,9,210,2263,10.8,12,,,,,,,,4.62,36.0,19,126,6.88,4.22
3,84,Bernard Pierce,RB,21,183.0,222,Temple,663,3570,5.4,53,19,178,9.4,1,,,,,,,,4.45,36.5,17,123,7.07,4.28
3,88,Nick Foles,QB,23,198.0,243,Arizona,,,,,,,,,938,1404,66.8,10068,7.2,67,33,5.03,30.5,,112,,
3,92,T.Y. Hilton,WR,22,178.0,183,Florida International,69,498,7.2,7,229,3531,15.4,24,,,,,,,,4.34,,,,,
4,96,Chris Givens,WR,22,180.0,198,Wake Forest,45,238,5.3,2,163,2473,15.2,21,,,,,,,,4.35,33.5,19,118,6.97,4.23
4,97,Lamar Miller,RB,21,178.0,221,Miami (FL),335,1918,5.7,15,28,181,6.5,1,,,,,,,,4.34,33.0,,,,
4,100,Travis Benjamin,WR,22,178.0,175,Miami (FL),25,126,5.0,1,131,2146,16.4,13,,,,,,,,4.31,38.0,14,119,,
4,102,Kirk Cousins,QB,24,190.0,202,Michigan St.,,,,,,,,,723,1128,64.1,9131,8.1,66,30,4.84,28.5,,109,7.05,4.50
4,104,Joe Adams,WR,22,180.0,177,Arkansas,27,248,9.2,2,164,2410,14.7,17,,,,,,,,4.51,36.0,,123,7.09,
4,106,Robert Turbin,RB,22,178.0,225,Utah St.,565,3315,5.9,40,67,845,12.6,11,,,,,,,,4.42,36.0,28,122,7.16,4.31
4,107,Devon Wylie,WR,24,175.0,187,Fresno St.,18,118,6.6,0,98,1327,13.5,8,,,,,,,,4.36,39.0,17,123,,
4,111,Evan Rodriguez,TE,23,185.0,242,Temple,1,1,1.0,0,69,871,12.6,7,,,,,,,,4.53,36.0,18,119,6.94,4.28
4,116,Orson Charles,TE,21,190.0,257,Georgia,,,,,94,1370,14.6,10,,,,,,,,4.73,,35,,,
4,118,Jarius Wright,WR,22,178.0,190,Arkansas,2,10,5.0,0,168,2934,17.5,24,,,,,,,,4.39,38.0,11,120,6.93,4.03
4,121,Keshawn Martin,WR,22,178.0,190,Michigan St.,64,540,8.4,3,127,1714,13.5,10,,,,,,,,4.42,39.5,13,122,6.85,4.13
4,122,Nick Toon,WR,23,188.0,215,Wisconsin,6,34,5.7,0,171,2447,14.3,18,,,,,,,,4.49,37.5,18,,,
4,128,Rhett Ellison,RB,23,196.0,255,USC,1,-5,-5.0,0,53,471,8.9,6,,,,,,,,4.78,31.5,,109,,
4,134,Greg Childs,WR,22,190.0,219,Arkansas,,,,,133,2066,15.5,15,,,,,,,,4.52,36.5,19,125,,
5,152,Danny Coale,WR,24,183.0,201,Virginia Tech,13,45,3.5,0,165,2658,16.1,8,,,,,,,,4.42,35.0,12,115,6.69,4.15
5,157,Bradie Ewing,RB,22,183.0,239,Wisconsin,7,33,4.7,2,28,328,11.7,2,,,,,,,,4.73,36.5,14,120,7.14,4.16
5,159,Chris Rainey,RB,24,173.0,178,Florida,396,2464,6.2,13,69,795,11.5,6,,,,,,,,4.36,36.5,16,120,6.50,3.93
5,166,Marvin Jones,WR,22,188.0,198,California,11,116,10.5,1,156,2270,14.6,13,,,,,,,,4.46,33.0,22,112,6.81,4.11
5,168,Juron Criner,WR,22,190.0,224,Arizona,17,129,7.6,0,209,2859,13.7,32,,,,,,,,4.66,38.0,17,117,7.15,4.30
5,170,Vick Ballard,RB,22,178.0,217,Mississippi St.,379,2157,5.7,29,30,293,9.8,2,,,,,,,,4.59,33.0,23,115,7.03,4.19
6,173,Alfred Morris,RB,23,178.0,224,Florida Atlantic,733,3529,4.8,27,30,300,10.0,4,,,,,,,,4.63,35.5,16,117,7.01,4.19
6,182,Cyrus Gray,RB,22,178.0,206,Texas A&M,632,3298,5.2,30,103,776,7.5,6,,,,,,,,4.40,32.5,21,114,7.17,
6,183,B.J. Cunningham,WR,23,185.0,211,Michigan St.,8,82,10.3,0,218,3086,14.2,25,,,,,,,,4.52,31.5,12,116,7.10,
6,185,Ryan Lindley,QB,23,190.0,229,San Diego St.,,,,,,,,,961,1732,55.5,12690,7.3,90,47,4.86,29.5,,108,7.52,4.45
6,186,James Hanna,TE,23,193.0,252,Oklahoma,,,,,52,720,13.8,9,,,,,,,,4.43,36.0,24,122,6.76,4.11
6,191,Dan Herron,RB,23,178.0,212,Ohio St.,592,2869,4.8,32,44,309,7.0,1,,,,,,,,4.57,35.0,22,117,6.97,4.04
6,194,Marvin McNutt,WR,23,193.0,216,Iowa,8,63,7.9,0,170,2861,16.8,28,,,,,,,,4.48,37.0,,122,7.15,4.07
6,198,Tommy Streeter,WR,22,196.0,219,Miami (FL),,,,,52,967,18.6,9,,,,,,,,4.37,33.0,17,125,7.08,
6,202,Terrance Ganaway,RB,23,183.0,239,Baylor,473,2592,5.5,34,12,133,11.1,1,,,,,,,,4.61,37.5,,119,7.15,4.25
6,206,LaVon Brazill,WR,23,180.0,192,Ohio,31,239,7.7,1,187,2515,13.4,18,,,,,,,,4.43,32.5,11,,,
7,233,Drake Dunsmore,TE,23,188.0,241,Northwestern,,,,,143,1567,11.0,14,,,,,,,,4.63,35.5,21,117,6.73,4.03
7,238,Junior Hemingway,WR,23,185.0,225,Michigan,5,9,1.8,0,88,1638,18.6,11,,,,,,,,4.48,35.5,21,124,6.59,3.98
7,240,David Paulson,TE,23,190.0,243,Oregon,,,,,67,1041,15.5,10,,,,,,,,4.79,32.0,21,110,7.18,4.40
7,250,Edwin Baker,RB,21,173.0,204,Michigan St.,462,2293,5.0,19,15,125,8.3,1,,,,,,,,4.44,35.0,20,111,7.27,4.31
7,253,Chandler Harnish,QB,24,188.0,219,Northern Illinois,,,,,,,,,687,1110,61.9,8944,8.1,68,26,4.68,32.5,,112,6.78,4.15
1,8,Tavon Austin,WR,23,173.0,179,West Virginia,110,1033,9.4,6,288,3413,11.9,29,,,,,,,,4.34,32.0,14,120,,4.01
1,16,EJ Manuel,QB,23,193.0,237,Florida St.,,,,,,,,,600,897,66.9,7741,8.6,47,28,4.65,34.0,,118,7.08,4.21
1,21,Tyler Eifert,TE,22,198.0,255,Notre Dame,,,,,140,1840,13.1,11,,,,,,,,4.68,35.5,22,119,6.92,4.32
1,27,DeAndre Hopkins,WR,21,185.0,212,Clemson,,,,,206,3020,14.7,27,,,,,,,,4.57,36.0,15,115,,4.50
1,29,Cordarrelle Patterson,WR,22,188.0,220,Tennessee,25,308,12.3,3,46,778,16.9,5,,,,,,,,4.42,37.0,,128,,
2,34,Justin Hunter,WR,22,193.0,203,Tennessee,0,0,,0,106,1812,17.1,18,,,,,,,,4.44,39.5,,136,,4.33
2,35,Zach Ertz,TE,22,196.0,250,Stanford,,,,,112,1434,12.8,15,,,,,,,,4.76,30.5,24,111,7.08,4.47
2,37,Giovani Bernard,RB,21,175.0,205,North Carolina,423,2481,5.9,25,92,852,9.3,6,,,,,,,,4.53,33.5,19,122,6.91,4.12
2,39,Geno Smith,QB,22,190.0,221,West Virginia,,,,,,,,,988,1465,67.4,11662,8.0,98,21,4.58,33.5,,124,,
2,41,Robert Woods,WR,21,183.0,195,USC,14,142,10.1,0,252,2930,11.6,32,,,,,,,,4.51,33.5,14,117,7.15,4.47
2,47,Gavin Escobar,TE,22,196.0,247,San Diego St.,2,7,3.5,0,122,1646,13.5,17,,,,,,,,4.84,32.0,,114,7.07,4.31
2,48,Le'Veon Bell,RB,21,185.0,225,Michigan St.,671,3346,5.0,33,78,531,6.8,1,,,,,,,,4.60,31.5,24,118,6.75,4.24
2,55,Vance McDonald,TE,23,193.0,267,Rice,7,52,7.4,0,119,1504,12.6,15,,,,,,,,4.69,33.5,31,119,7.08,4.53
2,58,Montee Ball,RB,22,180.0,214,Wisconsin,924,5140,5.6,77,59,598,10.1,6,,,,,,,,4.66,32.0,15,118,6.88,4.40
2,59,Aaron Dobson,WR,22,190.0,210,Marshall,3,19,6.3,0,165,2398,14.5,24,,,,,,,,4.37,,,,,
2,61,Eddie Lacy,RB,23,180.0,250,Alabama,355,2402,6.8,30,35,338,9.7,2,,,,,,,,4.55,,,,,
2,62,Christine Michael,RB,22,178.0,220,Texas A&M,529,2791,5.3,34,44,323,7.3,1,,,,,,,,4.54,43.0,27,125,6.69,4.02
3,63,Travis Kelce,TE,23,196.0,260,Cincinnati,8,47,5.9,2,59,875,14.8,10,,,,,,,,4.63,,,,,
3,73,Mike Glennon,QB,23,198.0,229,North Carolina St.,,,,,,,,,646,1069,60.4,7411,6.9,63,31,4.94,26.5,,102,7.49,4.52
3,74,Terrance Williams,WR,23,188.0,210,Baylor,3,17,5.7,0,202,3334,16.5,27,,,,,,,,4.52,32.5,11,119,7.01,4.32
3,76,Keenan Allen,WR,21,188.0,211,California,30,230,7.7,2,205,2570,12.5,17,,,,,,,,4.58,,,,,
3,78,Marquise Goodwin,WR,22,175.0,180,Texas,46,405,8.8,3,120,1364,11.4,7,,,,,,,,4.27,,13,132,,
3,79,Markus Wheaton,WR,22,180.0,185,Oregon St.,83,631,7.6,5,227,2994,13.2,16,,,,,,,,4.45,37.0,20,120,6.80,4.02
3,85,Jordan Reed,TE,23,188.0,245,Florida,77,328,4.3,5,79,945,12.0,6,,,,,,,,4.72,,16,,,
3,92,Stedman Bailey,WR,22,178.0,193,West Virginia,2,13,6.5,0,210,3218,15.3,41,,,,,,,,4.52,34.5,11,117,6.81,4.09
3,96,Knile Davis,RB,21,180.0,227,Arkansas,349,1862,5.3,19,32,297,9.3,2,,,,,,,,4.37,33.5,31,121,6.96,4.38
4,98,Matt Barkley,QB,22,188.0,227,USC,,,,,,,,,1001,1562,64.1,12327,7.9,116,48,4.91,,,,,
4,101,Ace Sanders,WR,21,170.0,173,South Carolina,12,72,6.0,0,99,1230,12.4,13,,,,,,,,4.58,32.0,7,117,6.81,4.37
4,102,Josh Boyce,WR,22,180.0,206,TCU,4,7,1.8,1,161,2535,15.7,22,,,,,,,,4.38,34.0,22,131,6.68,4.10
4,106,Dion Sims,TE,22,193.0,268,Michigan St.,1,-2,-2.0,0,59,707,12.0,8,,,,,,,,4.75,35.0,22,112,7.36,4.52
4,110,Ryan Nassib,QB,23,188.0,227,Syracuse,,,,,,,,,791,1312,60.3,9190,7.0,70,28,5.06,28.5,,105,7.34,4.53
4,112,Tyler Wilson,QB,24,188.0,215,Arkansas,,,,,,,,,593,948,62.6,7765,8.2,52,26,4.95,28.5,,112,7.22,4.39
4,115,Landry Jones,QB,24,193.0,225,Oklahoma,,,,,,,,,1388,2183,63.6,16646,7.6,123,52,5.11,31.0,,115,7.12,4.30
4,123,Chris Harper,WR,23,185.0,229,Kansas St.,8,45,5.6,0,123,1734,14.1,12,,,,,,,,4.55,35.5,20,116,6.89,4.39
4,125,Johnathan Franklin,RB,23,178.0,205,UCLA,788,4403,5.6,31,58,517,8.9,3,,,,,,,,4.49,31.5,18,115,6.89,4.31
4,128,Quinton Patton,WR,23,183.0,204,Louisiana Tech,11,37,3.4,0,183,2594,14.2,24,,,,,,,,4.53,33.0,8,118,6.91,4.01
4,131,Marcus Lattimore,RB,21,180.0,221,South Carolina,555,2677,4.8,38,74,767,10.4,3,,,,,,,,4.65,,,,,
4,133,Levine Toilolo,TE,22,203.0,268,Stanford,,,,,50,763,15.3,10,,,,,,,,4.86,31.0,17,113,7.09,4.57
5,135,Denard Robinson,WR,22,180.0,199,Michigan,,,,,,,,,427,747,57.2,6250,8.4,49,39,4.43,36.5,,123,7.09,4.22
5,140,Stepfan Taylor,RB,22,175.0,214,Stanford,843,4300,5.1,40,97,778,8.0,5,,,,,,,,4.76,30.0,17,110,7.13,4.50
5,144,Kenny Stills,WR,21,185.0,202,Oklahoma,3,23,7.7,0,204,2594,12.7,24,,,,,,,,4.38,33.5,16,124,,4.35
5,151,Joseph Randle,RB,21,183.0,204,Oklahoma St.,564,3085,5.5,40,108,917,8.5,3,,,,,,,,4.63,35.0,,123,,
5,154,Chris Thompson,RB,22,173.0,195,Florida St.,277,1735,6.3,14,45,430,9.6,1,,,,,,,,4.42,,21,,,
5,160,Zac Stacy,RB,22,175.0,216,Vanderbilt,581,3143,5.4,30,46,415,9.0,0,,,,,,,,4.55,33.0,27,122,6.70,4.17
5,161,Tavarres King,WR,23,185.0,192,Georgia,3,5,1.7,0,136,2602,19.1,21,,,,,,,,4.47,36.5,11,123,6.91,4.33
5,164,Mike Gillislee,RB,22,180.0,210,Florida,389,2072,5.3,20,23,182,7.9,2,,,,,,,,4.55,30.5,15,119,7.12,4.40
6,171,Corey Fuller,WR,23,188.0,204,Virginia Tech,1,10,10.0,0,45,834,18.5,6,,,,,,,,4.43,31.5,12,120,,
6,174,Ryan Swope,WR,22,183.0,205,Texas A&M,19,59,3.1,0,252,3117,12.4,24,,,,,,,,4.34,37.0,16,125,6.76,4.25
6,182,Kenjon Barner,RB,23,175.0,195,Oregon,582,3623,6.2,41,54,591,10.9,7,,,,,,,,4.52,35.5,20,122,6.87,4.20
6,184,Mychal Rivera,TE,22,190.0,242,Tennessee,,,,,76,1018,13.4,6,,,,,,,,4.81,31.0,17,112,7.17,4.43
6,187,Andre Ellington,RB,24,175.0,200,Clemson,621,3436,5.5,33,59,505,8.6,2,,,,,,,,4.61,34.0,,122,,
6,189,Mike James,RB,22,178.0,223,Miami (FL),304,1340,4.4,17,67,585,8.7,5,,,,,,,,4.53,35.0,28,115,,4.62
6,190,Rex Burkhead,RB,23,178.0,215,Nebraska,635,3329,5.2,30,60,507,8.5,5,,,,,,,,4.73,39.0,21,125,6.85,4.09
6,194,Spencer Ware,RB,21,178.0,229,LSU,295,1249,4.2,10,39,404,10.4,2,,,,,,,,4.62,,,,,
6,197,Cobi Hamilton,WR,22,188.0,201,Arkansas,1,-8,-8.0,0,175,2854,16.3,18,,,,,,,,4.56,29.5,11,107,,4.31
6,199,Theo Riddick,RB,22,175.0,201,Notre Dame,244,1169,4.8,5,120,1263,10.5,8,,,,,,,,4.68,32.0,,118,,
6,204,Braden Wilson,FB,23,193.0,251,Kansas St.,21,44,2.1,2,18,144,8.0,0,,,,,,,,4.81,,22,,,
7,215,Tommy Bohanon,RB,22,185.0,246,Wake Forest,50,160,3.2,3,51,405,7.9,7,,,,,,,,4.88,35.0,36,119,7.27,4.42
7,222,Chris Gragg,TE,23,190.0,244,Arkansas,,,,,72,1003,13.9,7,,,,,,,,4.50,37.5,18,125,7.08,4.51
7,228,Jawan Jamison,RB,21,173.0,203,Rutgers,486,1972,4.1,13,36,385,10.7,2,,,,,,,,4.68,29.0,20,110,,
7,230,Kerwynn Williams,RB,22,173.0,198,Utah St.,382,2515,6.6,22,64,870,13.6,5,,,,,,,,4.48,35.0,17,118,7.15,4.15
7,234,Zac Dysert,QB,23,190.0,231,Miami (OH),,,,,,,,,1066,1672,63.8,12013,7.2,73,51,4.81,,,,,
7,236,Marquess Wilson,WR,20,193.0,206,Washington St.,3,10,3.3,0,189,3207,17.0,23,,,,,,,,4.51,34.5,7,122,6.65,4.33
7,249,Sean Renfree,QB,23,190.0,219,Duke,,,,,,,,,898,1389,64.7,9465,6.8,51,40,4.76,,,,,
7,254,Justice Cunningham,TE,22,190.0,258,South Carolina,,,,,50,581,11.6,1,,,,,,,,4.94,31.5,,116,7.12,4.45
1,3,Blake Bortles,QB,22,196.0,236,Central Florida,,,,,,,,,585,891,65.7,7598,8.5,56,19,4.93,32.5,,115,7.08,4.21
1,4,Sammy Watkins,WR,21,185.0,211,Clemson,52,339,6.5,1,240,3391,14.1,27,,,,,,,,4.43,34.0,16,126,6.95,4.34
1,7,Mike Evans,WR,21,196.0,231,Texas A&M,0,0,,0,151,2499,16.5,17,,,,,,,,4.53,37.0,12,,7.08,4.26
1,10,Eric Ebron,TE,21,193.0,253,North Carolina,2,7,3.5,0,112,1805,16.1,8,,,,,,,,4.60,32.0,24,120,,
1,12,Odell Beckham,WR,21,180.0,198,LSU,7,77,11.0,0,143,2340,16.4,12,,,,,,,,4.38,38.5,7,122,6.69,3.94
1,20,Brandin Cooks,WR,20,178.0,183,Oregon St.,61,340,5.6,2,226,3272,14.5,24,,,,,,,,4.33,36.0,16,120,6.76,3.81
1,22,Johnny Manziel,QB,21,183.0,207,Texas A&M,,,,,,,,,595,863,68.9,7820,9.1,63,22,4.68,31.5,,113,6.75,4.03
1,28,Kelvin Benjamin,WR,23,196.0,245,Florida St.,2,33,16.5,0,84,1506,17.9,19,,,,,,,,4.61,32.5,13,119,7.33,4.39
1,32,Teddy Bridgewater,QB,21,188.0,215,Louisville,,,,,,,,,781,1142,68.4,9817,8.6,72,24,,30.0,,113,7.17,4.20
2,36,Derek Carr,QB,23,190.0,215,Fresno St.,,,,,,,,,1087,1630,66.7,12843,7.9,113,24,4.69,34.5,,110,,4.20
2,38,Austin Seferian-Jenkins,TE,21,196.0,262,Washington,0,0,,0,146,1840,12.6,21,,,,,,,,4.75,,20,,,
2,39,Marqise Lee,WR,22,183.0,196,USC,24,146,6.1,0,248,3655,14.7,29,,,,,,,,4.52,38.0,,127,,4.01
2,42,Jordan Matthews,WR,22,190.0,215,Vanderbilt,9,115,12.8,1,262,3759,14.3,24,,,,,,,,4.46,35.5,21,120,6.95,4.18
2,45,Paul Richardson,WR,22,183.0,170,Colorado,9,38,4.2,0,156,2412,15.5,21,,,,,,,,4.40,38.0,,124,7.09,
2,49,Jace Amaro,TE,22,196.0,265,Texas Tech,0,0,,0,138,1818,13.2,13,,,,,,,,4.74,33.0,28,118,7.42,4.30
2,52,Troy Niklas,TE,21,198.0,265,Notre Dame,0,0,,0,37,573,15.5,6,,,,,,,,4.84,32.0,27,114,7.57,4.55
2,53,Davante Adams,WR,21,185.0,215,Fresno St.,0,0,,0,233,3031,13.0,38,,,,,,,,4.56,39.5,14,123,6.82,4.30
2,54,Bishop Sankey,RB,21,178.0,209,Washington,644,3496,5.4,37,67,567,8.5,1,,,,,,,,4.49,35.5,26,126,6.75,4.00
2,55,Jeremy Hill,RB,21,185.0,230,LSU,345,2156,6.2,28,26,254,9.8,0,,,,,,,,4.56,29.0,20,113,,
2,56,Cody Latimer,WR,21,188.0,215,Indiana,2,3,1.5,0,135,2042,15.1,17,,,,,,,,4.52,,23,,,
2,57,Carlos Hyde,RB,23,183.0,229,Ohio St.,523,3198,6.1,37,34,271,8.0,4,,,,,,,,4.62,34.5,19,114,,
2,61,Allen Robinson,WR,21,190.0,211,Penn St.,6,36,6.0,0,177,2479,14.0,17,,,,,,,,4.60,39.0,,127,7.00,4.00
2,63,Jarvis Landry,WR,21,180.0,206,LSU,0,0,,0,137,1809,13.2,15,,,,,,,,4.65,28.5,12,110,,
3,65,C.J. Fiedorowicz,TE,22,196.0,265,Iowa,0,0,,0,91,899,9.9,10,,,,,,,,4.76,31.5,25,116,7.10,4.26
3,69,Charles Sims,RB,23,183.0,211,West Virginia,592,3465,5.9,40,203,2108,10.4,11,,,,,,,,4.48,37.5,17,126,7.16,4.30
3,75,Tre Mason,RB,21,175.0,207,Auburn,516,2979,5.8,32,19,249,13.1,1,,,,,,,,4.50,38.5,,126,,4.15
3,86,Josh Huff,WR,22,180.0,206,Oregon,18,242,13.4,2,144,2366,16.4,24,,,,,,,,4.51,35.5,14,116,,
3,90,Donte Moncrief,WR,21,188.0,220,Mississippi,0,0,,0,156,2371,15.2,20,,,,,,,,4.40,39.5,13,132,7.02,4.30
3,97,Dri Archer,WR,23,173.0,173,Kent St.,325,2342,7.2,24,99,1194,12.1,12,,,,,,,,4.26,38.0,20,122,6.86,4.06
3,98,Richard Rodgers,TE,22,193.0,257,California,7,9,1.3,0,59,896,15.2,2,,,,,,,,4.87,31.5,16,116,7.23,4.47
3,99,Crockett Gillmore,TE,22,198.0,260,Colorado St.,0,0,,0,111,1308,11.8,8,,,,,,,,4.89,33.5,,120,7.42,4.44
4,103,Devonta Freeman,RB,22,173.0,206,Florida St.,404,2255,5.6,30,47,475,10.1,1,,,,,,,,4.58,31.5,,118,7.11,4.26
4,104,Jalen Saunders,WR,21,175.0,165,Oklahoma,32,301,9.4,2,203,3085,15.2,26,,,,,,,,4.44,34.0,,122,,
4,106,Bruce Ellington,WR,23,175.0,200,South Carolina,25,148,5.9,1,106,1586,15.0,16,,,,,,,,4.45,39.5,15,120,6.69,3.95
4,113,Andre Williams,RB,22,183.0,220,Boston Col.,704,3739,5.3,28,10,60,6.0,0,,,,,,,,4.56,38.0,,129,7.27,4.06
4,115,Shaquelle Evans,WR,23,185.0,213,UCLA,2,6,3.0,0,133,1956,14.7,14,,,,,,,,4.51,34.5,13,122,7.07,4.21
4,117,Ka'Deem Carey,RB,21,175.0,207,Arizona,743,4239,5.7,48,77,679,8.8,4,,,,,,,,4.69,32.5,19,115,7.08,4.38
4,118,Martavis Bryant,WR,22,193.0,210,Clemson,1,17,17.0,0,61,1354,22.2,13,,,,,,,,4.42,39.0,16,124,7.18,4.15
4,120,Logan Thomas,QB,23,198.0,250,Virginia Tech,,,,,,,,,693,1248,55.5,9003,7.2,52,39,4.61,35.5,,118,7.05,4.18
4,123,Kevin Norwood,WR,24,188.0,198,Alabama,0,0,,0,81,1275,15.7,12,,,,,,,,4.48,33.0,8,121,6.68,4.32
4,124,De'Anthony Thomas,RB,21,173.0,176,Oregon,243,1890,7.8,26,113,1296,11.5,15,,,,,,,,4.39,32.0,8,124,,
4,130,James White,RB,22,178.0,205,Wisconsin,643,4015,6.2,45,73,670,9.2,3,,,,,,,,4.57,32.0,23,114,7.05,4.20
4,135,Tom Savage,QB,24,193.0,230,Pittsburgh,,,,,,,,,430,757,56.8,5690,7.5,37,19,4.97,27.0,,105,7.33,4.36
5,142,Ryan Grant,WR,23,183.0,204,Tulane,5,3,0.6,0,196,2769,14.1,21,,,,,,,,4.64,35.5,8,119,6.68,4.11
5,146,Devin Street,WR,23,190.0,200,Pittsburgh,11,77,7.0,0,202,2901,14.4,16,,,,,,,,4.55,37.0,,124,6.89,4.01
5,155,Arthur Lynch,TE,24,196.0,258,Georgia,0,0,,0,56,907,16.2,8,,,,,,,,4.82,29.5,28,116,7.38,4.35
5,163,Aaron Murray,QB,23,185.0,207,Georgia,,,,,,,,,921,1478,62.3,13166,8.9,121,41,4.84,,,,,
5,164,A.J. McCarron,QB,23,190.0,215,Alabama,,,,,,,,,686,1026,66.9,9019,8.8,77,15,4.94,28.0,,99,7.18,4.34
